
Start_ns, stop_ns,  spent_ns
744207314, 745601942, 1394628
745722856, 747176571, 1453715
747302857, 748641485, 1338628
748761028, 750265599, 1504571
750390857, 751769485, 1378628
751891542, 753388228, 1496686
753513485, 754824799, 1311314
754948799, 755856228, 907429
755974285, 759667999, 3693714
759791085, 761321828, 1530743
761446399, 762784571, 1338172
762906628, 764420114, 1513486
764544799, 765860456, 1315657
765983085, 767463657, 1480572
767587771, 768904456, 1316685
769189371, 770556114, 1366743
770678514, 771986171, 1307657
772254628, 773609257, 1354629
773728571, 775254857, 1526286
775378285, 776744685, 1366400
776866171, 778347199, 1481028
778471199, 779792114, 1320915
779912456, 781438399, 1525943
781564914, 782878514, 1313600
782998171, 784491542, 1493371
784616114, 785924456, 1308342
786200914, 787615771, 1414857
787736571, 789214171, 1477600
789338628, 790721485, 1382857
790841828, 792323314, 1481486
792447199, 793797256, 1350057
793918171, 795413485, 1495314
795537485, 796868228, 1330743
796988114, 798543085, 1554971
798665485, 799979885, 1314400
800250514, 801624228, 1373714
801744456, 803217371, 1472915
803341371, 804764914, 1423543
804886171, 806385371, 1499200
806509828, 807843199, 1333371
807966171, 809446171, 1480000
809571428, 810880114, 1308686
811001028, 812535314, 1534286
812658971, 813985485, 1326514
814250857, 815609142, 1358285
815729599, 817251085, 1521486
817374857, 818747085, 1372228
818874171, 820411657, 1537486
820537942, 821893142, 1355200
822014628, 823497142, 1482514
823621942, 824921028, 1299086
825200571, 826549028, 1348457
826672799, 827959656, 1286857
828231542, 829567657, 1336115
829690514, 830998056, 1307542
831267771, 832603999, 1336228
832726514, 834204114, 1477600
834329371, 835659085, 1329714
835778399, 837281028, 1502629
837406742, 838781371, 1374629
838903314, 840404342, 1501028
840530514, 841856114, 1325600
841978171, 843456457, 1478286
843581142, 844898742, 1317600
845173942, 846515771, 1341829
846640342, 847934742, 1294400
848206399, 849566514, 1360115
849690742, 851141599, 1450857
851270399, 852611085, 1340686
852731771, 854243542, 1511771
854367999, 855726171, 1358172
855848342, 857322171, 1473829
857448342, 858786628, 1338286
858909828, 860401599, 1491771
860527542, 861842514, 1314972
861965028, 863463771, 1498743
863588342, 864897828, 1309486
865182285, 866517714, 1335429
866641714, 867938856, 1297142
868216457, 869614057, 1397600
869734628, 871199657, 1465029
871324685, 872729371, 1404686
872852114, 874334171, 1482057
874458628, 875779085, 1320457
875900571, 877390057, 1489486
877516228, 878827656, 1311428
878949942, 880426857, 1476915
880551428, 881846285, 1294857
881967314, 883444114, 1476800
883568914, 884922742, 1353828
885206399, 886547999, 1341600
886671085, 888204114, 1533029
888328799, 889702856, 1374057
889825942, 891298285, 1472343
891423428, 892795656, 1372228
892917828, 894421142, 1503314
894546514, 895858514, 1312000
895981028, 897461828, 1480800
897587085, 898883085, 1296000
899167085, 900512114, 1345029
900636228, 902002171, 1365943
902270742, 903619199, 1348457
903739085, 905249485, 1510400
905373942, 906735085, 1361143
906856342, 908327542, 1471200
908452457, 909796685, 1344228
909923428, 911424342, 1500914
911550742, 912901371, 1350629
913023542, 914520685, 1497143
914645714, 916009485, 1363771
916280799, 917638971, 1358172
917759885, 919264457, 1504572
919389942, 920774742, 1384800
920896342, 922419428, 1523086
922544914, 923884456, 1339542
924006056, 925550171, 1544115
925673599, 926975199, 1301600
927245599, 928643428, 1397829
928763199, 930269371, 1506172
930394171, 931763314, 1369143
931886056, 933367428, 1481372
933494399, 934805828, 1311429
934928685, 936421485, 1492800
936547428, 937895199, 1347771
938719771, 940357828, 1638057
940485599, 941814514, 1328915
941937485, 943436114, 1498629
943561828, 944867199, 1305371
944988228, 946530971, 1542743
946655771, 947950399, 1294628
948222285, 949619885, 1397600
949740571, 951256685, 1516114
951381371, 952743199, 1361828
952865256, 954339885, 1474629
954464914, 955817828, 1352914
955940571, 957418971, 1478400
957545257, 958840685, 1295428
958964571, 960480228, 1515657
960604456, 961893256, 1288800
962015314, 963508228, 1492914
963633828, 964923085, 1289257
965199657, 966562399, 1362742
966685599, 968142857, 1457258
968270285, 969612914, 1342629
969733599, 971242971, 1509372
971367657, 972724456, 1356799
972846399, 974323999, 1477600
974447999, 975806056, 1358057
975928114, 977433599, 1505485
977559314, 978889599, 1330285
979162742, 980502399, 1339657
980626971, 981918399, 1291428
982195999, 983533142, 1337143
983657485, 984954399, 1296914
985231771, 986588228, 1356457
986711199, 988025256, 1314057
988292799, 989625485, 1332686
989746171, 991255085, 1508914
991379885, 992736228, 1356343
992858171, 994329942, 1471771
994454857, 995788456, 1333599
995911656, 997407314, 1495658
997533485, 998863771, 1330286
998986285, 473142, -998513143
599542, 1899085, 1299543
2188457, 3909942, 1721485
4191771, 5569942, 1378171
5691428, 7148799, 1457371
7274971, 8611885, 1336914
8731428, 10244342, 1512914
10368342, 11728228, 1359886
11849828, 13331542, 1481714
13455771, 14819542, 1363771
14940914, 16433714, 1492800
16558971, 17925828, 1366857
18203885, 19559542, 1355657
19680914, 21157142, 1476228
21284457, 22628456, 1343999
22747085, 24250628, 1503543
24374971, 25731428, 1356457
25852571, 27317942, 1465371
27441485, 28833714, 1392229
28954742, 30440228, 1485486
30564114, 31862971, 1298857
31983085, 33475542, 1492457
33598857, 34895314, 1296457
35170514, 36502285, 1331771
36625828, 37914399, 1288571
38192114, 39529828, 1337714
39653942, 40958285, 1304343
41230399, 42574285, 1343886
42696456, 44151542, 1455086
44279428, 45613142, 1333714
45732914, 47276799, 1543885
47401485, 49423885, 2022400
49554057, 50942056, 1387999
51216228, 52613028, 1396800
52733256, 54215542, 1482286
54339428, 55684799, 1345371
55804571, 57301257, 1496686
57425942, 58786285, 1360343
58908914, 60411885, 1502971
60536914, 61844114, 1307200
61964571, 63438628, 1474057
63563428, 64883542, 1320114
65154057, 66510171, 1356114
66633371, 67920228, 1286857
68199199, 69553599, 1354400
69676342, 71166057, 1489715
71292685, 72621485, 1328800
72741142, 74241828, 1500686
74365828, 75717371, 1351543
75838514, 77307542, 1469028
77431771, 78789371, 1357600
78910056, 80417714, 1507658
80542628, 81871656, 1329028
81992571, 83487199, 1494628
83610628, 84903885, 1293257
85191199, 86587656, 1396457
86709142, 88182057, 1472915
88305942, 89628799, 1322857
89748799, 91252342, 1503543
91376571, 92754285, 1377714
92875314, 94350171, 1474857
94473714, 95802742, 1329028
95925599, 97405371, 1479772
97529828, 98889485, 1359657
99010514, 100489714, 1479200
100613142, 101915428, 1302286
102197028, 103541599, 1344571
103665942, 104969485, 1303543
105240342, 106599428, 1359086
106720685, 108027771, 1307086
108299885, 109654171, 1354286
109774399, 111277485, 1503086
111402628, 112762971, 1360343
112885485, 114370628, 1485143
114494514, 115818171, 1323657
115941599, 117467657, 1526058
117596114, 118895314, 1299200
119183314, 120586971, 1403657
120709599, 122180685, 1471086
122306057, 123637485, 1331428
